Usage_kWh,Lagging_Current_Reactive_Power_kVarh,Leading_Current_Reactive_Power_kVarh,CO2tCO2,Lagging_Current_Power_Factor,Leading_Current_Power_Factor,NSM,WeekStatus,Day_of_week,Load_Type,hour,minute,day_of_week_num,is_weekend,energy_per_co2,shift,hour_sin,hour_cos,day_sin,day_cos,load_Light_Load,load_Maximum_Load,load_Medium_Load,load_ordinal,total_reactive_power,pf_deviation_from_ideal,energy_lag_1,reactive_lag_1,energy_lag_4,reactive_lag_4,energy_lag_96,reactive_lag_96,energy_rmean_4,energy_rstd_4
3.78,4.07,0.0,0.0,68.05,100.0,24300,Weekday,Tuesday,Light_Load,6,45,1,0,3780000.0,0,1.0,6.123233995736766e-17,0.7818314824680298,0.6234898018587336,True,False,False,0,4.07,31.950000000000003,3.2,3.24,3.24,3.42,3.89,4.46,3.545,0.2517273657484759
3.35,3.35,0.0,0.0,70.71,100.0,25200,Weekday,Tuesday,Light_Load,7,0,1,0,3350000.0000000005,0,0.9659258262890683,-0.25881904510252063,0.7818314824680298,0.6234898018587336,True,False,False,0,3.35,29.290000000000006,3.78,4.07,3.67,3.96,3.31,3.53,3.465,0.2495996794869733
3.53,3.49,0.0,0.0,71.11,100.0,26100,Weekday,Tuesday,Light_Load,7,15,1,0,3530000.0,0,0.9659258262890683,-0.25881904510252063,0.7818314824680298,0.6234898018587336,True,False,False,0,3.49,28.89,3.35,3.35,3.53,3.78,3.28,3.49,3.465,0.2495996794869733
6.3,4.57,0.0,0.0,80.95,100.0,27000,Weekday,Tuesday,Light_Load,7,30,1,0,6300000.0,0,0.9659258262890683,-0.25881904510252063,0.7818314824680298,0.6234898018587336,True,False,False,0,4.57,19.049999999999997,3.53,3.49,3.2,3.24,3.85,4.75,4.24,1.3846058404229478
6.05,4.79,0.0,0.0,78.4,100.0,27900,Weekday,Tuesday,Light_Load,7,45,1,0,6050000.0,0,0.9659258262890683,-0.25881904510252063,0.7818314824680298,0.6234898018587336,True,False,False,0,4.79,21.599999999999994,6.3,4.57,3.78,4.07,3.2,3.6,4.8075,1.584053345061336
6.73,4.54,0.0,0.0,82.9,100.0,28800,Weekday,Tuesday,Light_Load,8,0,1,0,6730000.000000001,0,0.8660254037844387,-0.4999999999999998,0.7818314824680298,0.6234898018587336,True,False,False,0,4.54,17.099999999999994,6.05,4.79,3.35,3.35,3.31,3.78,5.6525,1.442598927861338
29.02,18.83,0.07,0.0,83.89,100.0,29700,Weekday,Tuesday,Light_Load,8,15,1,0,29020000.0,0,0.8660254037844387,-0.4999999999999998,0.7818314824680298,0.6234898018587336,True,False,False,0,18.9,16.11,6.73,4.54,3.53,3.49,3.78,4.75,12.024999999999999,11.33347990101305
46.19,28.66,0.0,0.0,84.97,100.0,30600,Weekday,Tuesday,Light_Load,8,30,1,0,46190000.0,0,0.8660254037844387,-0.4999999999999998,0.7818314824680298,0.6234898018587336,True,False,False,0,28.66,15.030000000000001,29.02,18.83,6.3,4.57,3.28,3.74,21.9975,19.33918194581491
52.06,35.32,0.0,0.0,82.75,100.0,31500,Weekday,Tuesday,Light_Load,8,45,1,0,52060000.00000001,0,0.8660254037844387,-0.4999999999999998,0.7818314824680298,0.6234898018587336,True,False,False,0,35.32,17.25,46.19,28.66,6.05,4.79,3.49,4.46,33.5,20.34873460439249
56.2,12.53,0.11,0.0,97.6,100.0,32400,Weekday,Tuesday,Light_Load,9,0,1,0,56200000.00000001,0,0.7071067811865476,-0.7071067811865475,0.7818314824680298,0.6234898018587336,True,False,False,0,12.639999999999999,2.4000000000000057,52.06,35.32,6.73,4.54,3.89,0.0,45.8675,11.958955849069792
56.84,8.32,0.0,0.0,98.95,100.0,33300,Weekday,Tuesday,Medium_Load,9,15,1,0,56840000.00000001,0,0.7071067811865476,-0.7071067811865475,0.7818314824680298,0.6234898018587336,False,False,True,1,8.32,1.0499999999999972,56.2,12.53,29.02,18.83,3.6,0.0,52.8225,4.903035624318276
51.26,4.54,0.94,0.0,99.61,99.98,34200,Weekday,Tuesday,Medium_Load,9,30,1,0,51260000.0,0,0.7071067811865476,-0.7071067811865475,0.7818314824680298,0.6234898018587336,False,False,True,1,5.48,0.39000000000000057,56.84,8.32,46.19,28.66,4.03,0.0,54.09,2.8369232159743283
48.13,2.34,1.15,0.0,99.88,99.97,35100,Weekday,Tuesday,Medium_Load,9,45,1,0,48130000.00000001,0,0.7071067811865476,-0.7071067811865475,0.7818314824680298,0.6234898018587336,False,False,True,1,3.4899999999999998,0.12000000000000455,51.26,4.54,52.06,35.32,3.92,0.0,53.1075,4.1506575784246635
52.81,7.06,0.54,0.0,99.12,99.99,36000,Weekday,Tuesday,Medium_Load,10,0,1,0,52810000.00000001,0,0.49999999999999994,-0.8660254037844387,0.7818314824680298,0.6234898018587336,False,False,True,1,7.6,0.8799999999999955,48.13,2.34,56.2,12.53,3.64,0.0,52.260000000000005,3.621040366156397
54.79,7.52,0.14,0.0,99.07,100.0,36900,Weekday,Tuesday,Maximum_Load,10,15,1,0,54790000.0,0,0.49999999999999994,-0.8660254037844387,0.7818314824680298,0.6234898018587336,False,True,False,2,7.659999999999999,0.9300000000000068,52.81,7.06,56.84,8.32,4.07,0.0,51.7475,2.81126750772684
53.21,8.35,0.11,0.0,98.79,100.0,37800,Weekday,Tuesday,Maximum_Load,10,30,1,0,53210000.0,0,0.49999999999999994,-0.8660254037844387,0.7818314824680298,0.6234898018587336,False,True,False,2,8.459999999999999,1.2099999999999937,54.79,7.52,51.26,4.54,3.71,0.0,52.235,2.8670716768160327
80.21,32.4,0.0,0.0,92.72,100.0,38700,Weekday,Tuesday,Maximum_Load,10,45,1,0,80210000.0,0,0.49999999999999994,-0.8660254037844387,0.7818314824680298,0.6234898018587336,False,True,False,2,32.4,7.280000000000001,53.21,8.35,48.13,2.34,3.6,0.0,60.255,13.330770170299026
77.58,25.49,0.0,0.0,95.0,100.0,39600,Weekday,Tuesday,Maximum_Load,11,0,1,0,77580000.0,0,0.258819045102521,-0.9659258262890682,0.7818314824680298,0.6234898018587336,False,True,False,2,25.49,5.0,80.21,32.4,52.81,7.06,4.21,0.0,66.44749999999999,14.427608660712558
128.52,70.85,0.0,0.0,87.57,100.0,40500,Weekday,Tuesday,Maximum_Load,11,15,1,0,128520000.00000001,0,0.258819045102521,-0.9659258262890682,0.7818314824680298,0.6234898018587336,False,True,False,2,70.85,12.430000000000007,77.58,25.49,54.79,7.52,3.49,0.0,84.88,31.530606295048244
144.47,78.48,0.0,0.0,87.87,100.0,41400,Weekday,Tuesday,Maximum_Load,11,30,1,0,144470000.0,0,0.258819045102521,-0.9659258262890682,0.7818314824680298,0.6234898018587336,False,True,False,2,78.48,12.129999999999995,128.52,70.85,53.21,8.35,3.46,0.0,107.69500000000001,33.903882275240065
90.86,54.29,0.0,0.0,85.84,100.0,42300,Weekday,Tuesday,Maximum_Load,11,45,1,0,90860000.0,0,0.258819045102521,-0.9659258262890682,0.7818314824680298,0.6234898018587336,False,True,False,2,54.29,14.159999999999997,144.47,78.48,80.21,32.4,4.0,0.0,110.35750000000002,31.347812656281732
123.3,66.06,0.0,0.0,88.15,100.0,43200,Weekday,Tuesday,Maximum_Load,12,0,1,0,123300000.0,0,1.2246467991473532e-16,-1.0,0.7818314824680298,0.6234898018587336,False,True,False,2,66.06,11.849999999999994,90.86,54.29,77.58,25.49,3.49,0.0,121.7875,22.499039053553766
19.22,5.54,18.9,0.0,96.09,71.3,44100,Weekday,Tuesday,Medium_Load,12,15,1,0,19220000.0,0,1.2246467991473532e-16,-1.0,0.7818314824680298,0.6234898018587336,False,False,True,1,24.439999999999998,3.9099999999999966,123.3,66.06,128.52,70.85,3.6,0.0,94.4625,54.79283187607667
8.46,0.0,25.92,0.0,100.0,31.03,45000,Weekday,Tuesday,Medium_Load,12,30,1,0,8460000.000000002,0,1.2246467991473532e-16,-1.0,0.7818314824680298,0.6234898018587336,False,False,True,1,25.92,0.0,19.22,5.54,144.47,78.48,4.25,0.0,60.46000000000001,55.61103967139381
8.24,0.0,25.34,0.0,100.0,30.92,45900,Weekday,Tuesday,Medium_Load,12,45,1,0,8240000.000000001,0,1.2246467991473532e-16,-1.0,0.7818314824680298,0.6234898018587336,False,False,True,1,25.34,0.0,8.46,0.0,90.86,54.29,3.67,0.0,39.805,55.898764148533154
8.03,0.0,25.49,0.0,100.0,30.05,46800,Weekday,Tuesday,Medium_Load,13,0,1,0,8030000.0,0,-0.2588190451025208,-0.9659258262890683,0.7818314824680298,0.6234898018587336,False,False,True,1,25.49,0.0,8.24,0.0,123.3,66.06,3.67,0.0,10.987500000000008,5.491140591899131
79.67,27.29,6.52,0.0,94.6,99.67,47700,Weekday,Tuesday,Medium_Load,13,15,1,0,79670000.0,0,-0.2588190451025208,-0.9659258262890683,0.7818314824680298,0.6234898018587336,False,False,True,1,33.81,5.400000000000006,8.03,0.0,19.22,5.54,4.25,0.0,26.10000000000001,35.71376485334475
97.85,46.8,0.0,0.0,90.21,100.0,48600,Weekday,Tuesday,Medium_Load,13,30,1,0,97850000.0,0,-0.2588190451025208,-0.9659258262890683,0.7818314824680298,0.6234898018587336,False,False,True,1,46.8,9.790000000000006,79.67,27.29,8.46,0.0,3.64,0.0,48.447500000000005,47.13692422082717
124.45,49.79,0.0,0.0,92.85,100.0,49500,Weekday,Tuesday,Medium_Load,13,45,1,0,124450000.00000001,0,-0.2588190451025208,-0.9659258262890683,0.7818314824680298,0.6234898018587336,False,False,True,1,49.79,7.150000000000006,97.85,46.8,8.24,0.0,3.67,0.0,77.50000000000001,49.830428454910994
108.61,43.34,0.0,0.0,92.88,100.0,50400,Weekday,Tuesday,Medium_Load,14,0,1,0,108610000.0,1,-0.4999999999999997,-0.8660254037844388,0.7818314824680298,0.6234898018587336,False,False,True,1,43.34,7.1200000000000045,124.45,49.79,8.03,0.0,4.28,0.0,102.64500000000001,18.813841535777268
123.12,55.26,0.0,0.0,91.23,100.0,51300,Weekday,Tuesday,Medium_Load,14,15,1,0,123120000.00000001,1,-0.4999999999999997,-0.8660254037844388,0.7818314824680298,0.6234898018587336,False,False,True,1,55.26,8.769999999999996,108.61,43.34,79.67,27.29,3.64,0.0,113.50750000000002,12.665981670074837
129.1,53.5,0.0,0.0,92.38,100.0,52200,Weekday,Tuesday,Medium_Load,14,30,1,0,129100000.0,1,-0.4999999999999997,-0.8660254037844388,0.7818314824680298,0.6234898018587336,False,False,True,1,53.5,7.6200000000000045,123.12,55.26,97.85,46.8,3.78,0.0,121.32000000000001,8.852671913044395
82.08,27.58,0.0,0.0,94.79,100.0,53100,Weekday,Tuesday,Medium_Load,14,45,1,0,82080000.0,1,-0.4999999999999997,-0.8660254037844388,0.7818314824680298,0.6234898018587336,False,False,True,1,27.58,5.209999999999994,129.1,53.5,124.45,49.79,4.1,0.0,110.7275,20.94664551505415
143.89,60.91,0.0,0.0,92.09,100.0,54000,Weekday,Tuesday,Medium_Load,15,0,1,0,143890000.0,1,-0.7071067811865471,-0.7071067811865479,0.7818314824680298,0.6234898018587336,False,False,True,1,60.91,7.909999999999997,82.08,27.58,108.61,43.34,3.64,0.0,119.5475,26.459931185347745
86.9,34.27,0.0,0.0,93.03,100.0,54900,Weekday,Tuesday,Medium_Load,15,15,1,0,86900000.00000001,1,-0.7071067811865471,-0.7071067811865479,0.7818314824680298,0.6234898018587336,False,False,True,1,34.27,6.969999999999999,143.89,60.91,123.12,55.26,3.92,0.0,110.4925,30.689348179240802
141.44,62.57,0.0,0.0,91.45,100.0,55800,Weekday,Tuesday,Medium_Load,15,30,1,0,141440000.0,1,-0.7071067811865471,-0.7071067811865479,0.7818314824680298,0.6234898018587336,False,False,True,1,62.57,8.549999999999997,86.9,34.27,129.1,53.5,4.1,0.0,113.57749999999999,33.65980825356364
116.53,52.88,0.0,0.0,91.06,100.0,56700,Weekday,Tuesday,Medium_Load,15,45,1,0,116530000.0,1,-0.7071067811865471,-0.7071067811865479,0.7818314824680298,0.6234898018587336,False,False,True,1,52.88,8.939999999999998,141.44,62.57,82.08,27.58,3.6,0.0,122.19,26.576130894720883
129.31,61.16,0.0,0.0,90.4,100.0,57600,Weekday,Tuesday,Medium_Load,16,0,1,0,129310000.00000001,1,-0.8660254037844384,-0.5000000000000004,0.7818314824680298,0.6234898018587336,False,False,True,1,61.16,9.599999999999994,116.53,52.88,143.89,60.91,3.96,0.0,118.545,23.42030813916286
136.44,56.77,0.0,0.0,92.33,100.0,58500,Weekday,Tuesday,Medium_Load,16,15,1,0,136440000.0,1,-0.8660254037844384,-0.5000000000000004,0.7818314824680298,0.6234898018587336,False,False,True,1,56.77,7.670000000000002,129.31,61.16,86.9,34.27,4.0,0.0,130.93,10.813642617854144
85.72,34.85,0.0,0.0,92.64,100.0,59400,Weekday,Tuesday,Medium_Load,16,30,1,0,85720000.0,1,-0.8660254037844384,-0.5000000000000004,0.7818314824680298,0.6234898018587336,False,False,True,1,34.85,7.359999999999999,136.44,56.77,141.44,62.57,3.6,0.0,117.0,22.421039226583698
147.46,65.27,0.0,0.0,91.44,100.0,60300,Weekday,Tuesday,Medium_Load,16,45,1,0,147460000.0,1,-0.8660254037844384,-0.5000000000000004,0.7818314824680298,0.6234898018587336,False,False,True,1,65.27,8.560000000000002,85.72,34.85,116.53,52.88,4.07,0.0,124.7325,27.05878461793887
86.94,30.78,0.0,0.0,94.27,100.0,61200,Weekday,Tuesday,Medium_Load,17,0,1,0,86940000.0,1,-0.9659258262890683,-0.25881904510252063,0.7818314824680298,0.6234898018587336,False,False,True,1,30.78,5.730000000000004,147.46,65.27,129.31,61.16,3.82,0.0,114.14,32.42966132005295
67.25,25.81,0.0,0.0,93.36,100.0,62100,Weekday,Tuesday,Maximum_Load,17,15,1,0,67250000.0,1,-0.9659258262890683,-0.25881904510252063,0.7818314824680298,0.6234898018587336,False,True,False,2,25.81,6.640000000000001,86.94,30.78,136.44,56.77,3.56,0.0,96.8425,34.92667020582798
115.78,50.04,0.0,0.0,91.79,100.0,63000,Weekday,Tuesday,Maximum_Load,17,30,1,0,115780000.0,1,-0.9659258262890683,-0.25881904510252063,0.7818314824680298,0.6234898018587336,False,True,False,2,50.04,8.209999999999994,67.25,25.81,85.72,34.85,4.1,0.0,104.35749999999999,34.96967674524132
113.11,34.63,0.0,0.0,95.62,100.0,63900,Weekday,Tuesday,Maximum_Load,17,45,1,0,113110000.0,1,-0.9659258262890683,-0.25881904510252063,0.7818314824680298,0.6234898018587336,False,True,False,2,34.63,4.3799999999999955,115.78,50.04,147.46,65.27,3.6,0.0,95.77,23.039350395935024
76.75,11.74,1.04,0.0,98.85,99.99,64800,Weekday,Tuesday,Maximum_Load,18,0,1,0,76750000.0,1,-1.0,-1.8369701987210297e-16,0.7818314824680298,0.6234898018587336,False,True,False,2,12.780000000000001,1.1500000000000057,113.11,34.63,86.94,30.78,3.6,0.0,93.2225,24.834569152695295
41.9,15.23,0.14,0.0,93.98,100.0,65700,Weekday,Tuesday,Maximum_Load,18,15,1,0,41900000.0,1,-1.0,-1.8369701987210297e-16,0.7818314824680298,0.6234898018587336,False,True,False,2,15.370000000000001,6.019999999999996,76.75,11.74,67.25,25.81,4.0,0.0,86.885,34.87616234622159
37.4,19.94,0.0,0.0,88.24,100.0,66600,Weekday,Tuesday,Maximum_Load,18,30,1,0,37400000.0,1,-1.0,-1.8369701987210297e-16,0.7818314824680298,0.6234898018587336,False,True,False,2,19.94,11.760000000000005,41.9,15.23,115.78,50.04,3.42,0.0,67.28999999999999,35.24688260447068
40.25,8.82,0.5,0.0,97.68,99.99,67500,Weekday,Tuesday,Maximum_Load,18,45,1,0,40250000.0,1,-1.0,-1.8369701987210297e-16,0.7818314824680298,0.6234898018587336,False,True,False,2,9.32,2.319999999999993,37.4,19.94,113.11,34.63,3.67,0.0,49.074999999999996,18.54339505052955
34.92,1.98,1.58,0.0,99.84,99.9,68400,Weekday,Tuesday,Maximum_Load,19,0,1,0,34920000.0,1,-0.9659258262890684,0.2588190451025203,0.7818314824680298,0.6234898018587336,False,True,False,2,3.56,0.1599999999999966,40.25,8.82,76.75,11.74,4.07,0.0,38.6175,3.0872682099234154
41.36,6.44,0.43,0.0,98.81,99.99,69300,Weekday,Tuesday,Maximum_Load,19,15,1,0,41360000.0,1,-0.9659258262890684,0.2588190451025203,0.7818314824680298,0.6234898018587336,False,True,False,2,6.87,1.1899999999999977,34.92,1.98,41.9,15.23,3.53,0.0,38.4825,2.90214145072285
35.96,2.52,1.37,0.0,99.76,99.93,70200,Weekday,Tuesday,Maximum_Load,19,30,1,0,35960000.0,1,-0.9659258262890684,0.2588190451025203,0.7818314824680298,0.6234898018587336,False,True,False,2,3.89,0.23999999999999488,41.36,6.44,37.4,19.94,3.85,0.0,38.1225,3.159117756590235
39.42,5.29,0.47,0.0,99.11,99.99,71100,Weekday,Tuesday,Maximum_Load,19,45,1,0,39420000.0,1,-0.9659258262890684,0.2588190451025203,0.7818314824680298,0.6234898018587336,False,True,False,2,5.76,0.8900000000000006,35.96,2.52,40.25,8.82,3.96,0.0,37.915,2.9958359990722214
38.16,4.68,0.5,0.0,99.26,99.99,72000,Weekday,Tuesday,Maximum_Load,20,0,1,0,38160000.0,1,-0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336,False,True,False,2,5.18,0.7399999999999949,39.42,5.29,34.92,1.98,3.56,0.0,38.725,2.265001839588012
33.23,1.51,3.96,0.0,99.9,99.3,72900,Weekday,Tuesday,Medium_Load,20,15,1,0,33230000.0,1,-0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336,False,False,True,1,5.47,0.09999999999999432,38.16,4.68,41.36,6.44,4.03,0.0,36.692499999999995,2.715282367146559
25.88,0.0,12.13,0.0,100.0,90.55,73800,Weekday,Tuesday,Medium_Load,20,30,1,0,25880000.0,1,-0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336,False,False,True,1,12.13,0.0,33.23,1.51,35.96,2.52,3.74,0.0,34.1725,6.139768589559135
10.84,0.0,23.22,0.0,100.0,42.3,74700,Weekday,Tuesday,Medium_Load,20,45,1,0,10840000.0,1,-0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336,False,False,True,1,23.22,0.0,25.88,0.0,39.42,5.29,3.56,0.0,27.0275,11.912954783204299
9.29,0.0,23.51,0.0,100.0,36.75,75600,Weekday,Tuesday,Medium_Load,21,0,1,0,9290000.0,1,-0.7071067811865477,0.7071067811865474,0.7818314824680298,0.6234898018587336,False,False,True,1,23.51,0.0,10.84,0.0,38.16,4.68,4.21,0.0,19.809999999999995,11.66294130997852
6.98,0.0,25.16,0.0,100.0,26.73,76500,Weekday,Tuesday,Medium_Load,21,15,1,0,6980000.000000001,1,-0.7071067811865477,0.7071067811865474,0.7818314824680298,0.6234898018587336,False,False,True,1,25.16,0.0,9.29,0.0,33.23,1.51,3.56,0.0,13.247499999999999,8.569703903869923
5.11,0.0,26.5,0.0,100.0,18.93,77400,Weekday,Tuesday,Medium_Load,21,30,1,0,5110000.000000001,1,-0.7071067811865477,0.7071067811865474,0.7818314824680298,0.6234898018587336,False,False,True,1,26.5,0.0,6.98,0.0,25.88,0.0,3.53,0.0,8.055,2.5238924963905855
